3.9596 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
17.7054 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
18.4894 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe1ac6bfc40>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fe17e1735e0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1440,  900]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.4897 	EXP 	window1: mouseVisible = True
18.4907 	EXP 	window1: mouseVisible = False
18.4907 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
18.4907 	EXP 	window1: recordFrameIntervals = False
18.6537 	EXP 	window1: recordFrameIntervals = True
18.8380 	EXP 	Screen (0) actual frame rate measured at 59.81Hz
18.8381 	EXP 	window1: recordFrameIntervals = False
23.5795 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.5854 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([-1.    ,  0.0039, -1.    ]), fillColorSpace='rgb', fillRGB=array([-1.    ,  0.0039, -1.    ]), interpolate=True, lineColor=array([-1.    ,  0.0039, -1.    ]), lineColorSpace='rgb', lineRGB=array([-1.    ,  0.0039, -1.    ]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.6310 	EXP 	Sound sound_1 set volume 1.000
23.7489 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
23.8096 	EXP 	window1: mouseVisible = True
23.8206 	EXP 	Imported /Users/chandamandhani/Desktop/ib_cons.xlsx as conditions, 12 conditions, 3 params
23.8219 	EXP 	Created sequence: random, trialTypes=12, nReps=5, seed=None
23.8226 	EXP 	New trial (rep=0, index=0): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
23.8505 	EXP 	textbox: autoLog = True
23.8505 	EXP 	polygon: autoDraw = True
24.8189 	EXP 	polygon_2: autoDraw = True
24.8527 	EXP 	polygon: autoDraw = False
26.4092 	DATA 	Keypress: space
26.4235 	EXP 	polygon: autoDraw = False
26.4235 	EXP 	polygon_2: autoDraw = False
27.4267 	EXP 	text: autoDraw = True
27.4267 	EXP 	textbox: autoDraw = True
29.2815 	DATA 	Keypress: 1
29.8694 	DATA 	Keypress: 0
29.9939 	DATA 	Keypress: 0
31.1534 	DATA 	Mouse: Left button down, pos=(747,174)
31.1540 	DATA 	Mouse:  Left button up, pos=(747,174)
32.4911 	DATA 	Mouse: Left button down, pos=(747,174)
32.4957 	EXP 	New trial (rep=0, index=1): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
32.5065 	EXP 	text: autoDraw = False
32.5065 	EXP 	textbox: autoDraw = False
32.5065 	EXP 	polygon: autoDraw = True
32.6763 	DATA 	Mouse:  Left button up, pos=(747,174)
33.5089 	EXP 	polygon: autoDraw = False
33.5089 	EXP 	polygon_2: autoDraw = True
34.8175 	DATA 	Keypress: space
34.8294 	EXP 	polygon: autoDraw = False
34.8294 	EXP 	polygon_2: autoDraw = False
35.2303 	EXP 	text: autoDraw = True
35.2303 	EXP 	textbox: autoDraw = True
36.7762 	DATA 	Keypress: 2
36.9113 	DATA 	Keypress: 0
37.0625 	DATA 	Keypress: 0
37.6280 	DATA 	Mouse: Left button down, pos=(747,174)
